lamb flux f_syn wei
4779.0 0.85128 0.83323 10.8
4780.0 0.82237 0.83061 9.692
4781.0 0.85095 0.82762 15.803
4782.0 0.83902 0.82522 17.728
4783.0 0.82723 0.82388 19.076
4784.0 0.85878 0.82283 19.895
4785.0 0.82378 0.82143 21.579
4786.0 0.77563 0.81962 22.659
4787.0 0.78894 0.81783 22.287
4788.0 0.81511 0.81659 20.878
4789.0 0.79566 0.81633 19.723
4790.0 0.80065 0.81714 18.017
4791.0 0.72555 0.81887 17.532
4792.0 0.73061 0.82152 19.117
4793.0 0.76975 0.82501 20.59
4794.0 0.78491 0.82909 21.838
4795.0 0.8074 0.83325 22.54
4796.0 0.8274 0.83643 22.847
4797.0 0.82837 0.83768 22.549
4798.0 0.81557 0.83639 21.629
4799.0 0.80699 0.83307 20.344
4800.0 0.80241 0.82933 18.682
4801.0 0.77077 0.82686 17.56
4802.0 0.81558 0.82662 16.723
4803.0 0.83639 0.82773 18.354
4804.0 0.77492 0.8287 20.971
4805.0 0.77954 0.8282 22.096
4806.0 0.80421 0.8266 22.694
4807.0 0.82158 0.82497 22.86
4808.0 0.82118 0.82452 22.627
4809.0 0.80666 0.82509 22.017
4810.0 0.81081 0.82613 20.089
4811.0 0.84667 0.82679 17.094
4812.0 0.84774 0.82706 15.049
4813.0 0.83509 0.82735 16.669
4814.0 0.81654 0.82834 19.142
4815.0 0.75293 0.83046 22.169
4816.0 0.77592 0.83337 22.681
4817.0 0.84076 0.83622 22.025
4818.0 0.87174 0.8383 21.173
4819.0 0.83564 0.83913 20.809
4820.0 0.76819 0.8388 21.596
4821.0 0.7809 0.83712 19.463
4822.0 0.79281 0.83359 17.577
4823.0 0.81071 0.82782 18.636
4824.0 0.77821 0.82055 20.609
4825.0 0.78342 0.81422 22.264
4826.0 0.82245 0.81113 23.096
4827.0 0.75842 0.81195 25.29
4828.0 0.71184 0.81493 25.811
4829.0 0.76489 0.81743 22.79
4830.0 0.79287 0.81819 19.853
4831.0 0.80763 0.817 17.576
4832.0 0.79619 0.81477 16.554
4833.0 0.80699 0.81223 18.452
4834.0 0.75942 0.81023 21.98
4835.0 0.76567 0.80926 23.496
4836.0 0.78737 0.80938 24.072
4837.0 0.80954 0.81001 23.839
4838.0 0.7985 0.81049 23.149
4839.0 0.78024 0.80996 22.031
4840.0 0.82104 0.80822 19.438
4841.0 0.83326 0.8054 17.575
4842.0 0.75171 0.80248 17.757
4843.0 0.71222 0.80023 21.172
4844.0 0.70214 0.79903 23.54
4845.0 0.68319 0.79861 -1.0
4846.0 0.71864 0.79834 25.99
4847.0 0.79964 0.79725 24.325
4848.0 0.82728 0.79459 0.0
4849.0 0.78151 0.79043 0.0
4850.0 0.77508 0.78591 0.0
4851.0 0.76666 0.78226 0.0
4852.0 0.84148 0.77902 0.0
4853.0 0.84209 0.7745 0.0
4854.0 0.84889 0.76642 0.0
4855.0 0.79668 0.75377 0.0
4856.0 0.8048 0.73704 0.0
4857.0 0.89096 0.71746 0.0
4858.0 1.01307 0.69542 0.0
4859.0 1.18229 0.66951 0.0
4860.0 1.46267 0.63885 0.0
4861.0 1.97359 0.60603 0.0
4862.0 2.44365 0.57856 0.0
4863.0 2.57357 0.56508 0.0
4864.0 2.22569 0.57037 0.0
4865.0 1.65572 0.59221 0.0
4866.0 1.20216 0.62351 0.0
4867.0 0.95501 0.65659 0.0
4868.0 0.8131 0.68625 0.0
4869.0 0.74217 0.70928 0.0
4870.0 0.75222 0.72501 0.0
4871.0 0.75792 0.73364 0.0
4872.0 0.74369 0.73717 0.0
4873.0 0.74828 0.73877 0.0
4874.0 0.77319 0.74119 0.0
4875.0 0.78268 0.74622 25.368
4876.0 0.76923 0.7527 24.628
4877.0 0.76023 0.7596 22.886
4878.0 0.77227 0.76607 20.576
4879.0 0.77162 0.77257 18.298
4880.0 0.78641 0.77901 18.137
4881.0 0.81326 0.78445 19.983
4882.0 0.79239 0.78744 22.431
4883.0 0.76428 0.78756 24.842
4884.0 0.75226 0.78542 25.607
4885.0 0.75353 0.78276 24.689
4886.0 0.75985 0.78071 22.854
4887.0 0.77762 0.77968 21.174
4888.0 0.81722 0.77911 18.233
4889.0 0.77488 0.77814 18.19
4890.0 0.77741 0.77611 20.386
4891.0 0.77958 0.77347 22.924
4892.0 0.72992 0.77196 26.485
4893.0 0.72056 0.77413 27.695
4894.0 0.75548 0.78133 26.02
4895.0 0.78469 0.7921 22.864
4896.0 0.8124 0.80364 20.169
4897.0 0.83542 0.81246 18.022
4898.0 0.80937 0.81753 18.669
4899.0 0.77495 0.81841 21.644
4900.0 0.79317 0.81637 23.242
4901.0 0.79471 0.81264 24.959
4902.0 0.81121 0.80901 24.994
4903.0 0.8257 0.80635 23.645
4904.0 0.80574 0.80526 21.955
4905.0 0.79841 0.80582 19.422
4906.0 0.81944 0.80795 17.198
4907.0 0.79431 0.81063 18.924
4908.0 0.8027 0.81203 21.361
4909.0 0.80053 0.81007 23.757
4910.0 0.74209 0.80482 26.398
4911.0 0.73168 0.7977 26.54
4912.0 0.75719 0.79201 24.34
4913.0 0.72817 0.78991 22.588
4914.0 0.73265 0.79214 20.308
4915.0 0.75051 0.79684 18.567
4916.0 0.78747 0.8012 19.884
4917.0 0.777 0.80208 22.235
4918.0 0.77585 0.79731 23.904
4919.0 0.76534 0.78632 24.882
4920.0 0.7515 0.77089 24.774
4921.0 0.7462 0.75499 23.661
4922.0 0.72853 0.74248 21.813
4923.0 0.67385 0.73622 20.451
4924.0 0.72129 0.73627 20.107
4925.0 0.7044 0.74207 23.554
4926.0 0.71656 0.75218 25.531
4927.0 0.7262 0.7651 27.226
4928.0 0.76093 0.77895 26.525
4929.0 0.79641 0.79098 23.863
4930.0 0.7805 0.80005 21.068
4931.0 0.75941 0.80493 18.901
4932.0 0.82967 0.80566 16.55
4933.0 0.79133 0.8021 19.254
4934.0 0.77631 0.79574 20.946
4935.0 0.77658 0.78872 22.593
4936.0 0.75809 0.78374 24.066
4937.0 0.7647 0.78106 24.093
4938.0 0.79995 0.77947 22.002
4939.0 0.77388 0.77762 20.699
4940.0 0.76707 0.77608 0.0
4941.0 0.75868 0.77715 0.0
4942.0 0.77487 0.78176 0.0
4943.0 0.74687 0.78896 0.0
4944.0 0.74943 0.79609 0.0
4945.0 0.77125 0.8008 0.0
4946.0 0.77897 0.80267 0.0
4947.0 0.78925 0.80252 0.0
4948.0 0.82509 0.8023 0.0
4949.0 0.83885 0.803 0.0
4950.0 0.75415 0.80481 0.0
4951.0 0.79948 0.80661 0.0
4952.0 0.81923 0.80743 0.0
4953.0 0.76907 0.80681 0.0
4954.0 0.76713 0.80477 0.0
4955.0 0.87358 0.80127 0.0
4956.0 0.83642 0.7956 0.0
4957.0 0.8593 0.78745 0.0
4958.0 0.87853 0.77866 0.0
4959.0 0.90506 0.77243 0.0
4960.0 0.94482 0.77231 0.0
4961.0 0.99963 0.778 0.0
4962.0 1.04037 0.78673 0.0
4963.0 1.01652 0.7942 0.0
4964.0 0.90595 0.79797 0.0
4965.0 0.78615 0.79768 0.0
4966.0 0.75746 0.79449 0.0
4967.0 0.74778 0.7901 0.0
4968.0 0.79513 0.78605 0.0
4969.0 0.80523 0.78338 0.0
4970.0 0.77645 0.78248 0.0
4971.0 0.79718 0.78335 0.0
4972.0 0.81879 0.78574 0.0
4973.0 0.79477 0.78909 0.0
4974.0 0.73326 0.79279 0.0
4975.0 0.75968 0.79574 0.0
4976.0 0.77189 0.79741 0.0
4977.0 0.778 0.79723 0.0
4978.0 0.78163 0.79542 0.0
4979.0 0.76091 0.79203 0.0
4980.0 0.79681 0.78708 0.0
4981.0 0.75707 0.78028 0.0
4982.0 0.76584 0.77152 0.0
4983.0 0.7683 0.76167 0.0
4984.0 0.7487 0.75289 0.0
4985.0 0.73219 0.7479 0.0
4986.0 0.75167 0.74848 0.0
4987.0 0.79009 0.75401 0.0
4988.0 0.71804 0.76226 0.0
4989.0 0.71246 0.76982 0.0
4990.0 0.75317 0.77456 0.0
4991.0 0.7923 0.77557 0.0
4992.0 0.79469 0.77418 0.0
4993.0 0.78402 0.77216 0.0
4994.0 0.7913 0.77116 0.0
4995.0 0.79394 0.77157 0.0
4996.0 0.74167 0.77309 0.0
4997.0 0.80035 0.77472 0.0
4998.0 0.81349 0.77542 0.0
4999.0 0.80538 0.77388 0.0
5000.0 0.81137 0.76978 0.0
5001.0 0.819 0.76379 0.0
5002.0 0.81962 0.75791 0.0
5003.0 0.89311 0.75383 0.0
5004.0 0.89323 0.75175 0.0
5005.0 0.95212 0.75061 0.0
5006.0 1.09432 0.74906 0.0
5007.0 1.29661 0.74747 0.0
5008.0 1.50993 0.74715 0.0
5009.0 1.58862 0.74914 0.0
5010.0 1.38639 0.75281 0.0
5011.0 1.17527 0.75542 0.0
5012.0 0.9476 0.75475 0.0
5013.0 0.82961 0.74957 0.0
5014.0 0.78889 0.74153 0.0
5015.0 0.78663 0.73298 0.0
5016.0 0.76303 0.72633 0.0
5017.0 0.70149 0.72232 0.0
5018.0 0.70171 0.72051 0.0
5019.0 0.76373 0.72076 0.0
5020.0 0.77939 0.72329 0.0
5021.0 0.77029 0.72831 0.0
5022.0 0.78335 0.735 0.0
5023.0 0.80426 0.74171 0.0
5024.0 0.79566 0.74749 0.0
5025.0 0.7503 0.75227 0.0
5026.0 0.71069 0.75611 0.0
5027.0 0.75119 0.75889 0.0
5028.0 0.74316 0.76031 0.0
5029.0 0.75072 0.76079 26.846
5030.0 0.74211 0.76128 26.921
5031.0 0.70702 0.7626 25.704
5032.0 0.69551 0.76511 23.14
5033.0 0.75211 0.76817 18.544
5034.0 0.80515 0.77063 19.203
5035.0 0.80314 0.7707 22.105
5036.0 0.79403 0.76775 24.839
5037.0 0.77756 0.76198 26.073
5038.0 0.75471 0.75498 25.31
5039.0 0.74202 0.74748 22.893
5040.0 0.76118 0.73968 19.68
5041.0 0.7717 0.73213 20.89
5042.0 0.73478 0.72678 24.84
5043.0 0.75607 0.72654 26.795
5044.0 0.75935 0.7329 27.822
5045.0 0.74706 0.74399 26.949
5046.0 0.76347 0.75615 24.171
5047.0 0.79966 0.76504 20.478
5048.0 0.74519 0.76865 20.742
5049.0 0.75051 0.76655 22.66
5050.0 0.78051 0.76061 23.86
5051.0 0.76839 0.75303 25.261
5052.0 0.74467 0.74668 25.296
5053.0 0.75348 0.74393 23.646
5054.0 0.77829 0.74605 20.378
5055.0 0.76299 0.75195 19.124
5056.0 0.74956 0.75942 21.999
5057.0 0.75811 0.76571 24.649
5058.0 0.78451 0.77032 25.991
5059.0 0.80624 0.7735 25.349
5060.0 0.81175 0.77587 23.105
5061.0 0.80779 0.77743 20.397
5062.0 0.77829 0.7781 19.083
5063.0 0.81464 0.77733 21.356
5064.0 0.80957 0.77461 23.923
5065.0 0.77894 0.77004 25.458
5066.0 0.76935 0.76425 24.968
5067.0 0.77448 0.75912 22.748
5068.0 0.7421 0.75563 20.805
5069.0 0.74562 0.75425 19.481
5070.0 0.71512 0.75425 23.681
5071.0 0.7254 0.75468 25.78
5072.0 0.75416 0.75466 26.335
5073.0 0.75395 0.75388 25.672
5074.0 0.73107 0.75279 24.292
5075.0 0.74373 0.75219 21.352
5076.0 0.74044 0.75258 19.366
5077.0 0.7912 0.75317 20.831
5078.0 0.84917 0.75263 21.918
5079.0 0.81188 0.74968 24.329
5080.0 0.72001 0.74453 25.964
5081.0 0.67211 0.73883 26.134
5082.0 0.71673 0.73467 21.989
5083.0 0.71146 0.73364 21.193
5084.0 0.72884 0.73553 23.56
5085.0 0.73298 0.73958 25.978
5086.0 0.73358 0.74457 27.336
5087.0 0.74671 0.74963 26.413
5088.0 0.76432 0.75415 23.463
5089.0 0.75139 0.7578 20.753
5090.0 0.76612 0.76074 20.132
5091.0 0.76273 0.76327 21.064
5092.0 0.76898 0.76563 23.241
5093.0 0.72916 0.76792 25.204
5094.0 0.70463 0.76967 25.343
5095.0 0.74792 0.77006 22.468
5096.0 0.74438 0.76793 19.433
5097.0 0.68401 0.76294 22.423
5098.0 0.76859 0.75578 23.568
5099.0 0.74822 0.74842 26.849
5100.0 0.72116 0.74285 27.974
5101.0 0.75289 0.74061 23.544
5102.0 0.79596 0.74182 14.581
5103.0 0.74064 0.74525 13.581
5104.0 0.71352 0.74905 15.762
5105.0 0.75087 0.75123 22.827
5106.0 0.76614 0.75098 25.404
5107.0 0.74122 0.74839 25.199
5108.0 0.71623 0.74454 23.825
5109.0 0.73519 0.74074 20.731
5110.0 0.69042 0.73818 20.235
5111.0 0.6992 0.73771 23.501
5112.0 0.70732 0.73974 26.15
5113.0 0.69416 0.74381 28.138
5114.0 0.71315 0.74916 27.538
5115.0 0.76852 0.7545 23.892
5116.0 0.74452 0.75913 20.631
5117.0 0.78056 0.76279 20.263
5118.0 0.76349 0.76535 23.438
5119.0 0.74431 0.76667 26.451
5120.0 0.74035 0.76616 27.173
5121.0 0.73132 0.7636 25.324
5122.0 0.70284 0.75897 22.403
5123.0 0.73258 0.75299 18.802
5124.0 0.75136 0.74631 21.129
5125.0 0.71992 0.74005 24.809
5126.0 0.69036 0.73472 27.385
5127.0 0.72028 0.73074 26.928
5128.0 0.77296 0.72798 23.603
5129.0 0.71984 0.72637 21.144
5130.0 0.68158 0.72618 21.365
5131.0 0.73685 0.72774 23.319
5132.0 0.74118 0.73088 26.654
5133.0 0.68932 0.73499 28.729
5134.0 0.68471 0.73927 27.854
5135.0 0.78479 0.74293 22.436
5136.0 0.6798 0.74546 20.991
5137.0 0.69319 0.7461 24.384
5138.0 0.72353 0.74468 26.83
5139.0 0.73309 0.74164 28.444
5140.0 0.69428 0.73814 27.833
5141.0 0.67574 0.73535 25.002
5142.0 0.77412 0.73362 19.3
5143.0 0.70442 0.73266 21.712
5144.0 0.67058 0.73199 26.997
5145.0 0.68192 0.73128 29.647
5146.0 0.6971 0.73056 29.498
5147.0 0.71393 0.72982 26.498
5148.0 0.74381 0.72924 21.84
5149.0 0.71431 0.72909 19.827
5150.0 0.74044 0.72903 22.431
5151.0 0.71143 0.72834 26.676
5152.0 0.69406 0.72639 29.054
5153.0 0.66761 0.72325 28.953
5154.0 0.63484 0.72058 27.553
5155.0 0.70306 0.72016 21.509
5156.0 0.69514 0.72346 23.829
5157.0 0.72623 0.73012 26.502
5158.0 0.72259 0.73864 28.742
5159.0 0.73487 0.74655 28.194
5160.0 0.77508 0.75196 24.883
5161.0 0.7866 0.75405 21.085
5162.0 0.78559 0.75294 20.532
5163.0 0.7345 0.74914 24.737
5164.0 0.71903 0.74254 27.792
5165.0 0.71715 0.73203 28.708
5166.0 0.71171 0.7165 27.048
5167.0 0.70237 0.69711 23.658
5168.0 0.69551 0.6772 21.168
5169.0 0.67764 0.66226 25.429
5170.0 0.67075 0.6553 28.96
5171.0 0.66946 0.65524 30.434
5172.0 0.66944 0.65886 29.076
5173.0 0.66455 0.66288 26.108
5174.0 0.64418 0.66818 23.226
5175.0 0.67073 0.67713 25.699
5176.0 0.68458 0.69033 28.226
5177.0 0.69262 0.70613 29.306
5178.0 0.69465 0.72039 28.073
5179.0 0.7007 0.73015 25.307
5180.0 0.73347 0.734 21.232
5181.0 0.73811 0.73127 22.864
5182.0 0.70915 0.72242 26.921
5183.0 0.67621 0.70881 29.439
5184.0 0.63599 0.6943 29.518
5185.0 0.60808 0.6839 27.441
5186.0 0.63192 0.68134 23.419
5187.0 0.6397 0.68712 24.613
5188.0 0.63032 0.69745 28.585
5189.0 0.67723 0.70803 29.444
5190.0 0.72 0.71552 27.806
5191.0 0.71489 0.71892 24.213
5192.0 0.67605 0.71865 21.645
5193.0 0.70815 0.7161 21.157
5194.0 0.69012 0.71268 25.684
5195.0 0.7015 0.71014 27.825
5196.0 0.70743 0.70919 27.997
5197.0 0.70237 0.70995 25.762
5198.0 0.71486 0.71241 21.497
5199.0 0.7697 0.7165 19.069
5200.0 0.83653 0.72179 21.656
5201.0 0.81176 0.72701 25.623
5202.0 0.79907 0.73016 26.501
5203.0 0.78742 0.72957 24.158
5204.0 0.71637 0.72444 21.455
5205.0 0.70136 0.71585 19.548
5206.0 0.66195 0.70588 24.615
5207.0 0.64644 0.69732 28.866
5208.0 0.66943 0.69196 29.504
5209.0 0.68854 0.69033 26.519
5210.0 0.66444 0.69223 22.119
5211.0 0.68946 0.69712 14.671
5212.0 0.70097 0.70478 16.853
5213.0 0.70392 0.71404 18.269
5214.0 0.70928 0.72294 18.717
5215.0 0.70889 0.7289 18.287
5216.0 0.70223 0.7305 22.779
5217.0 0.76286 0.72897 19.946
5218.0 0.72459 0.72696 24.185
5219.0 0.71546 0.72754 26.869
5220.0 0.73047 0.73132 27.317
5221.0 0.72236 0.737 25.34
5222.0 0.67223 0.74167 23.487
5223.0 0.75411 0.7426 20.372
5224.0 0.78712 0.73813 22.806
5225.0 0.76125 0.72811 25.995
5226.0 0.70275 0.71447 26.443
5227.0 0.64459 0.70149 23.163
5228.0 0.63096 0.69314 16.779
5229.0 0.76327 0.69262 13.1
5230.0 0.75332 0.69889 17.859
5231.0 0.7581 0.7082 22.062
5232.0 0.75551 0.71591 23.992
5233.0 0.74054 0.7188 23.261
5234.0 0.73494 0.71735 20.626
5235.0 0.72284 0.7144 19.635
5236.0 0.72449 0.71362 23.221
5237.0 0.75735 0.7167 25.707
5238.0 0.76979 0.72321 26.061
5239.0 0.74768 0.73079 24.549
5240.0 0.72478 0.73739 21.72
5241.0 0.67099 0.74202 24.097
5242.0 0.68549 0.7448 27.252
5243.0 0.70546 0.74638 28.651
5244.0 0.72477 0.74719 27.111
5245.0 0.74608 0.74706 23.35
5246.0 0.76396 0.74522 20.046
5247.0 0.70956 0.74128 23.506
5248.0 0.70344 0.73542 27.132
5249.0 0.70512 0.72897 28.446
5250.0 0.70725 0.72342 26.711
5251.0 0.71652 0.71975 23.263
5252.0 0.74447 0.71819 19.157
5253.0 0.71808 0.71824 23.302
5254.0 0.72356 0.71914 26.63
5255.0 0.74233 0.72034 27.916
5256.0 0.74376 0.72224 26.303
5257.0 0.71689 0.72542 23.385
5258.0 0.7303 0.73025 21.093
5259.0 0.71177 0.73555 25.379
5260.0 0.72588 0.73894 28.401
5261.0 0.72855 0.73806 28.877
5262.0 0.73125 0.73166 26.127
5263.0 0.76878 0.72055 20.276
5264.0 0.69247 0.70696 21.654
5265.0 0.67992 0.69393 26.434
5266.0 0.69035 0.68406 29.433
5267.0 0.70894 0.67845 28.667
5268.0 0.7252 0.67605 24.587
5269.0 0.72966 0.67502 20.593
5270.0 0.69446 0.67388 24.311
5271.0 0.70399 0.67345 27.672
5272.0 0.72279 0.67559 29.173
5273.0 0.73763 0.68074 27.289
5274.0 0.73594 0.68794 23.027
5275.0 0.68656 0.69475 20.374
5276.0 0.70433 0.7004 23.71
5277.0 0.72788 0.70604 26.677
5278.0 0.74678 0.71261 27.139
5279.0 0.75976 0.72006 24.55
5280.0 0.76963 0.72597 20.489
5281.0 0.76962 0.72832 20.901
5282.0 0.71594 0.72653 26.008
5283.0 0.67954 0.72205 29.234
5284.0 0.69407 0.7178 28.429
5285.0 0.738 0.7166 24.071
5286.0 0.72916 0.71983 20.251
5287.0 0.74911 0.7269 22.923
5288.0 0.80711 0.73554 24.559
5289.0 0.81208 0.74312 25.722
5290.0 0.78992 0.7483 24.435
5291.0 0.79492 0.75102 21.374
5292.0 0.80289 0.75187 19.595
5293.0 0.81952 0.75146 21.839
5294.0 0.74345 0.74971 26.273
5295.0 0.69524 0.74641 27.638
5296.0 0.7124 0.74132 25.124
5297.0 0.72704 0.73444 21.26
5298.0 0.69091 0.72683 23.893
5299.0 0.70784 0.72035 26.268
5300.0 0.71469 0.7166 28.012
5301.0 0.69948 0.71646 26.883
5302.0 0.67645 0.71913 23.857
5303.0 0.68463 0.72333 20.871
5304.0 0.70684 0.72819 23.247
5305.0 0.71533 0.73275 25.86
5306.0 0.74918 0.73648 25.77
5307.0 0.78901 0.73883 22.836
5308.0 0.7755 0.73966 19.672
5309.0 0.77492 0.74006 20.788
5310.0 0.77589 0.74095 23.923
5311.0 0.75373 0.74274 26.509
5312.0 0.74367 0.7447 25.989
5313.0 0.76137 0.74536 22.425
5314.0 0.7311 0.74373 20.649
5315.0 0.7804 0.73961 23.343
5316.0 0.76261 0.73383 26.682
5317.0 0.74758 0.72818 26.993
5318.0 0.73016 0.72462 24.207
5319.0 0.65005 0.7244 22.005
5320.0 0.75495 0.72715 21.301
5321.0 0.74798 0.73075 25.385
5322.0 0.71363 0.73283 28.089
5323.0 0.71872 0.73155 26.851
5324.0 0.77213 0.72692 21.516
5325.0 0.71981 0.72001 20.442
5326.0 0.7061 0.71203 23.321
5327.0 0.70699 0.70381 25.319
5328.0 0.6923 0.6957 25.367
5329.0 0.66828 0.68932 24.07
5330.0 0.68287 0.68652 21.282
5331.0 0.71595 0.68885 24.242
5332.0 0.70119 0.69589 28.052
5333.0 0.67688 0.70481 29.258
5334.0 0.67737 0.71295 26.718
5335.0 0.72025 0.71862 22.071
5336.0 0.75182 0.72164 20.888
5337.0 0.67638 0.72275 14.775
5338.0 0.50661 0.72219 4.348
5339.0 0.44489 0.72004 1.673
5340.0 0.61065 0.71657 0.78
5341.0 0.88345 0.71286 1.678
5342.0 0.76158 0.71035 3.876
5343.0 0.68856 0.71033 7.701
5344.0 0.69269 0.71279 14.721
5345.0 0.72852 0.71616 19.435
5346.0 0.71035 0.71873 21.639
5347.0 0.73993 0.71938 23.346
5348.0 0.71501 0.71858 28.448
5349.0 0.68971 0.71755 30.598
5350.0 0.6855 0.71753 28.379
5351.0 0.70595 0.71915 23.2
5352.0 0.7385 0.72241 22.004
5353.0 0.7128 0.72654 26.669
5354.0 0.71809 0.73072 28.734
5355.0 0.73112 0.73459 26.91
5356.0 0.73081 0.73786 22.46
5357.0 0.74439 0.74074 19.862
5358.0 0.74141 0.74305 23.925
5359.0 0.74521 0.74432 27.089
5360.0 0.73424 0.74409 27.335
5361.0 0.70821 0.74192 24.913
5362.0 0.69155 0.73765 21.765
5363.0 0.66628 0.73185 25.473
5364.0 0.70329 0.72557 27.954
5365.0 0.71231 0.72017 28.631
5366.0 0.70007 0.71654 26.139
5367.0 0.71814 0.71453 21.237
5368.0 0.70667 0.71319 23.212
5369.0 0.6959 0.7111 27.678
5370.0 0.683 0.70739 29.644
5371.0 0.68773 0.70224 27.333
5372.0 0.7106 0.6976 22.133
5373.0 0.6437 0.69586 23.097
5374.0 0.6843 0.69897 26.048
5375.0 0.70469 0.70633 28.622
5376.0 0.69809 0.71558 27.871
5377.0 0.68592 0.72379 24.837
5378.0 0.71073 0.72877 21.671
5379.0 0.75513 0.73038 24.7
5380.0 0.76808 0.72924 27.095
5381.0 0.74721 0.72652 26.468
5382.0 0.7114 0.72334 23.251
5383.0 0.70248 0.72067 19.387
5384.0 0.69596 0.71933 23.767
5385.0 0.67865 0.71975 28.503
5386.0 0.65203 0.72168 29.944
5387.0 0.64229 0.72415 27.573
5388.0 0.69165 0.72591 21.819
5389.0 0.72571 0.72605 23.642
5390.0 0.71041 0.72423 27.605
5391.0 0.72897 0.72096 27.747
5392.0 0.74206 0.71707 24.203
5393.0 0.6671 0.71319 22.583
5394.0 0.73818 0.70962 22.969
5395.0 0.69213 0.70607 28.961
5396.0 0.70308 0.70199 29.333
5397.0 0.72103 0.69767 25.312
5398.0 0.65353 0.69382 22.958
5399.0 0.72112 0.69212 22.554
5400.0 0.68509 0.69357 28.005
5401.0 0.6787 0.69729 29.361
5402.0 0.69949 0.70154 25.93
5403.0 0.7156 0.70361 19.974
5404.0 0.73505 0.70186 19.403
5405.0 0.70362 0.69646 25.294
5406.0 0.67415 0.68931 29.111
5407.0 0.64866 0.68277 28.536
5408.0 0.63107 0.67873 24.164
5409.0 0.67165 0.67722 21.215
5410.0 0.67811 0.67687 25.671
5411.0 0.65913 0.6769 29.457
5412.0 0.65948 0.67715 28.77
5413.0 0.69479 0.67872 23.52
5414.0 0.68049 0.68231 20.524
5415.0 0.68844 0.68772 25.131
5416.0 0.70434 0.69432 28.529
5417.0 0.70314 0.70102 27.974
5418.0 0.68429 0.70694 24.485
5419.0 0.71246 0.71148 21.267
5420.0 0.69427 0.7139 25.86
5421.0 0.68723 0.7145 28.758
5422.0 0.69411 0.71385 27.347
5423.0 0.70628 0.71231 22.519
5424.0 0.70128 0.71048 19.948
5425.0 0.73853 0.70864 23.95
5426.0 0.71327 0.70757 27.684
5427.0 0.68952 0.70778 27.369
5428.0 0.71846 0.70813 23.186
5429.0 0.7958 0.70751 19.227
5430.0 0.71961 0.7049 22.34
5431.0 0.7254 0.70061 25.214
5432.0 0.75531 0.69654 24.572
5433.0 0.74763 0.69348 21.11
5434.0 0.67995 0.69168 20.606
5435.0 0.70873 0.69082 24.871
5436.0 0.69855 0.69103 28.302
5437.0 0.6854 0.69352 27.322
5438.0 0.69671 0.6988 22.44
5439.0 0.70614 0.70639 19.247
5440.0 0.70959 0.71448 22.375
5441.0 0.72549 0.72111 23.95
5442.0 0.74652 0.72527 22.235
5443.0 0.7541 0.72618 18.448
5444.0 0.70207 0.72406 17.6
5445.0 0.72072 0.71885 21.162
5446.0 0.68654 0.7112 23.966
5447.0 0.66936 0.70291 22.9
5448.0 0.71602 0.69641 18.214
5449.0 0.72675 0.69426 17.988
5450.0 0.69113 0.69682 23.532
5451.0 0.67062 0.70264 26.636
5452.0 0.66119 0.70884 25.406
5453.0 0.65862 0.71226 21.206
5454.0 0.70504 0.71176 19.449
5455.0 0.715 0.70765 22.998
5456.0 0.69467 0.70213 25.271
5457.0 0.68259 0.69825 23.978
5458.0 0.70763 0.69815 20.35
5459.0 0.69924 0.70178 22.286
5460.0 0.71698 0.70744 24.108
5461.0 0.70811 0.71186 24.375
5462.0 0.70229 0.71317 21.51
5463.0 0.7395 0.71124 18.307
5464.0 0.70773 0.70795 22.752
5465.0 0.67698 0.70539 27.451
5466.0 0.68157 0.70475 28.178
5467.0 0.69706 0.7062 24.552
5468.0 0.67848 0.70877 21.072
5469.0 0.74328 0.71146 22.832
5470.0 0.73375 0.71328 26.372
5471.0 0.72501 0.71388 26.321
5472.0 0.72275 0.71318 22.451
5473.0 0.68469 0.71122 19.088
5474.0 0.65777 0.70813 22.927
5475.0 0.6738 0.70404 25.908
5476.0 0.70448 0.69895 25.565
5477.0 0.72248 0.69376 22.265
5478.0 0.69639 0.68983 20.475
5479.0 0.63106 0.6884 26.785
5480.0 0.63809 0.68993 29.73
5481.0 0.6641 0.69312 28.128
5482.0 0.66395 0.69663 23.526
5483.0 0.6171 0.69953 22.517
5484.0 0.64762 0.70181 25.965
5485.0 0.68001 0.70428 27.858
5486.0 0.69647 0.70661 25.766
5487.0 0.68971 0.70819 21.784
5488.0 0.66408 0.70842 22.355
5489.0 0.70937 0.70749 25.65
5490.0 0.70678 0.70645 27.777
5491.0 0.6851 0.706 26.0
5492.0 0.70455 0.70653 20.848
5493.0 0.71409 0.70754 20.814
5494.0 0.70968 0.70844 24.169
5495.0 0.69402 0.70891 25.265
5496.0 0.67707 0.70853 23.235
5497.0 0.67429 0.70729 20.157
5498.0 0.65432 0.70555 25.102
5499.0 0.68767 0.70369 27.655
5500.0 0.72126 0.70216 26.617
5501.0 0.71389 0.70079 22.637
5502.0 0.62888 0.69908 22.182
5503.0 0.63587 0.69733 27.51
5504.0 0.6466 0.69561 30.109
5505.0 0.6431 0.69421 27.888
5506.0 0.62794 0.69321 22.72
5507.0 0.6596 0.69181 20.688
5508.0 0.67994 0.69055 24.217
5509.0 0.6926 0.69006 26.213
5510.0 0.69998 0.6907 24.272
5511.0 0.70325 0.69242 19.75
5512.0 0.68591 0.69374 22.326
5513.0 0.68867 0.69399 26.428
5514.0 0.68215 0.69338 27.128
